4.845100, 8.111600, -2.951200, -1.472400, -1
1.311400, 4.546200, 2.293500, 0.225410, -1
0.117390, 6.276100, -1.549500, -2.474600, -1
0.774450, 9.055200, -2.408900, -1.388400, -1
-0.166820, 5.897400, 0.498390, -0.700440, -1
2.046600, 2.030000, 2.176100, -0.083634, -1
4.002600, -3.594300, 3.557300, 0.268090, -1
3.137700, -4.109600, 4.570100, 0.989630, -1
-0.216610, 8.032900, 1.884800, -3.885300, -1
-0.398160, 5.978100, 1.391200, -1.162100, -1
0.740540, 0.366250, 2.199200, 0.484030, -1
1.018200, 9.109000, -0.620640, -1.712900, -1
2.506800, 1.158800, 3.924900, 0.125850, -1
0.680870, 2.325900, 4.908500, 0.549980, -1
4.926400, 5.496000, -2.477400, -0.506480, -1
-1.966700, 11.805200, -0.404720, -7.871900, -1
4.154200, 7.275600, -2.476600, -1.209900, -1
-0.106480, -0.767710, 7.757500, 0.641790, -1
3.108800, 3.112200, 0.808570, 0.433600, -1
3.899900, 1.734000, 1.601100, 0.967650, -1
-1.670600, -2.090000, 1.584000, 0.711620, 1
-1.693600, 2.785200, -2.183500, -1.927600, 1
-1.998300, -6.607200, 4.825400, -0.419840, 1
-4.002500, -13.497900, 17.677200, -3.320200, 1
-0.898090, -4.486200, 2.200900, 0.507310, 1
-3.563700, -8.382700, 12.393000, -1.282300, 1
-1.663700, 3.288100, -2.270100, -2.222400, 1
0.266370, 0.732520, -0.678910, 0.035330, 1
-3.571300, -12.492200, 14.888100, -0.470270, 1
-4.140900, 3.461900, -0.478410, -3.887900, 1
-2.482400, -7.304600, 6.839000, -0.590530, 1
-1.651400, -8.498500, 9.112200, 1.237900, 1
-2.591200, -0.105540, 1.279800, 1.041400, 1
-0.620430, 0.558700, -0.385870, -0.664230, 1
-0.873400, 1.653300, -2.196400, -0.780610, 1
-1.862900, -0.848410, 2.537700, 0.097399, 1
-4.577000, 3.451500, 0.667190, -0.947420, 1
-3.551000, 1.895500, 0.186500, -2.440900, 1
-1.855400, -9.603500, 7.776400, -0.977160, 1
-2.799000, 1.967900, -0.423570, -2.112500, 1
